"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스","",""
"점원","학교 앞에 있으면 저희가 픽업해서 왔다가 끝나면 집으로 데려다줄 거예요","C","학원","태권도","0","13","학원차량가능문의","","A","","","","","학교 앞에 있으면 저희가 픽업해서 왔다가 끝나면 집으로 데려다줄 거예요","학교, 앞, 픽업, 집","","","",""
"고객","토요일 문 안 여시죠?","C","학원","태권도","1","14","학원방학휴일문의","","Q","","토요일 문 안 여시죠?","","","","토요일, 문","","토요일/요일","",""
"점원","저희는 주말에 수영하고 축구하거든요","C","학원","태권도","0","15","학원방학휴일문의","","A","","","","","저희는 주말에 수영하고 축구하거든요","주말, 수영, 축구","","주말/날짜, 수영/과목, 축구/과목","",""
"고객","수업은 몇 시간 하죠 일주일에요?","C","학원","태권도","1","1","학년별시간표문의","","Q","","수업은 몇 시간 하죠 일주일에요?","","","","수업, 몇 시간, 일주일","","일주일/기간","",""
"점원","일주일에 주 5회입니다","C","학원","태권도","0","2","학년별시간표문의","","A","","","","","일주일에 주 5회입니다","일주일, 주 5회","","일주일/기간, 주 5회/횟수","",""
"고객","5회 할 동안 전부다 태권도만 가르치시나요?","C","학원","태권도","1","3","요일별운동내용문의","","Q","","5회 할 동안 전부다 태권도만 가르치시나요?","","","","5회, 태권도","","5회/횟수, 태권도/도법","",""
"점원","매일매일 수업 일정이 다 틀립니다. 줄넘기라든지 성장체조는 매일 하고요 태권도만 하는날은 3일 정도 입니다","C","학원","태권도","0","4","요일별운동내용문의","","A","","","","","매일매일 수업 일정이 다 틀립니다. 줄넘기라든지 성장체조는 매일 하고요 태권도만 하는날은 3일 정도 입니다","매일, 수업, 일정, 줄넘기, 성장체조, 태권도, 3일, 정도","","줄넘기/수업, 성장체조/수업, 태권도/과목, 3일/기간","",""
"고객","여학생은 많이는 없다 그죠?","C","학원","태권도","1","5","수강생구성문의","","Q","","여학생은 많이는 없다 그죠?","","","","여학생","","여학생/성별","",""
"점원","여학생들이 들쑥날쑥합니다","C","학원","태권도","0","6","수강생구성문의","","A","","","","","여학생들이 들쑥날쑥합니다","여학생","","여학생/성별","",""
"고객","여자 사범님이세요?","C","학원","태권도","1","1","상담선생님확인","","Q","","여자 사범님이세요?","","","","여자, 사범님","","여자/성별","",""
"점원","애들 교육은 안 하고 상담하고 있거든요","C","학원","태권도","0","2","상담선생님확인","","A","","","","","애들 교육은 안 하고 상담하고 있거든요","교육, 상담","","","",""
"점원","지금 몇 학년이에요?","C","학원","태권도","0","3","상담문의","나이","Q","","","지금 몇 학년이에요?","","","지금, 몇 학년","","","",""
"고객","중학생인데요","C","학원","태권도","1","4","상담문의","나이","A","","","","중학생인데요","","중학생","","중학생/대상","",""
"점원","어디 학교예요?","C","학원","태권도","0","5","상담문의","학생다니는학교","Q","","","어디 학교예요?","","","어디, 학교","","","",""
"고객","경운중이요","C","학원","태권도","1","6","상담문의","학생다니는학교","A","","","","경운중이요","","경운중","","경운중/학교명","",""
"점원","몇 학년이에요?","C","학원","태권도","0","7","상담문의","나이","Q","","","몇 학년이에요?","","","몇 학년","","","",""
"고객","이제 3학년 돼요","C","학원","태권도","1","8","상담문의","나이","A","","","","이제 3학년 돼요","","3학년","","3학년/대상","",""
"점원","얼마나 했어요?","C","학원","태권도","0","9","상담문의","운동경험문의","Q","","","얼마나 했어요?","","","","","","",""
"고객","재작년 가을에 2품 땄어요","C","학원","태권도","1","10","상담문의","운동경험문의","A","","","","재작년 가을에 2품 땄어요","","재작년 가을, 2품","","재작년 가을/시간, 2품/단계","",""
"고객","체육고등학교가 있나요?","C","학원","태권도","1","11","학교진로문의","","Q","","체육고등학교가 있나요?","","","","체육고등학교","","","",""
"점원","체육고등학교가 따로 있지 않고요 태권도부 양성화되어 있는 학교가 있거든요","C","학원","태권도","0","12","학교진로문의","","A","","","","","체육고등학교가 따로 있지 않고요 태권도부 양성화되어 있는 학교가 있거든요","체육고등학교, 태권도부, 양성화, 학교","","","",""
"고객","대학은 뭐 경희대 태권도부?","C","학원","태권도","1","13","학교진로문의","","Q","","대학은 뭐 경희대 태권도부?","","","","대학, 경희대, 태권도부","","경희대/대학교명, 태권도부/전공과목","",""
"점원","그런 쪽은 생활체육 고등학교로 가는 거죠","C","학원","태권도","0","14","학교진로문의","","A","","","","","그런 쪽은 생활체육 고등학교로 가는 거죠","생활체육 고등학교","","","",""
"고객","우리나라에 태권도학과가 몇 개 정도 있어요?","C","학원","태권도","1","15","태권도학과대학문의","","Q","","우리나라에 태권도학과가 몇 개 정도 있어요?","","","","우리나라, 태권도학과, 몇 개, 정도","","태권도학과/전공과목","",""
"점원","태권도학과는 우리나라에 대부분 거의 다 있어요. 동아대 동의대 경성대 처럼 몇 군데 있어요","C","학원","태권도","0","16","태권도학과대학문의","","A","","","","","태권도학과는 우리나라에 대부분 거의 다 있어요. 동아대 동의대 경성대 처럼 몇 군데 있어요","태권도학과, 우리나라, 대부분, 동아대, 동의대, 경성대","","태권도학과/전공과목, 동아대/대학교명, 동의대/대학교명, 경성대/대학교명","",""
"고객","경희대가 유명하죠?","C","학원","태권도","1","17","태권도학과대학문의","","Q","","경희대가 유명하죠?","","","","경희대, 유명","","경희대/대학교명","",""
"점원","경희대가 우리나라에서 제일 유명하죠","C","학원","태권도","0","18","태권도학과대학문의","","A","","","","","경희대가 우리나라에서 제일 유명하죠","경희대, 우리나라, 유명","","경희대/대학교명","",""
"점원","공부는 잘하고요?","C","학원","태권도","0","19","상담문의","성적","Q","","","공부는 잘하고요?","","","공부","","","",""
"고객","1등급은 못하고 2등급 정도","C","학원","태권도","1","20","상담문의","성적","A","","","","1등급은 못하고 2등급 정도","","1등급, 2등급, 정도","","1등급/내신등급, 2등급/내신등급","",""
"고객","태권도를 하면 진로는 어떤 쪽이 있나 좀 궁금해서요","C","학원","태권도","1","21","진로문의","","Q","","태권도를 하면 진로는 어떤 쪽이 있나 좀 궁금해서요","","","","태권도, 진로","","태권도/도법","",""
"점원","태권도 사범님이나 관장님을 할 수 있어요 운동 쪽이나 경찰공무원 쪽으로 가산 점수가 되니까 하는 애들도 있죠","C","학원","태권도","0","22","진로문의","","A","","","","","태권도 사범님이나 관장님을 할 수 있어요 운동 쪽이나 경찰공무원 쪽으로 가산 점수가 되니까 하는 애들도 있죠","태권도, 사범님, 관장님, 운동, 경찰공무원, 가산 점수","","태권도 사범님/진로, 관장님/진로, 운동, 경찰공무원, 점수","",""
"고객","몇 급 해야지 붙나요?","C","학원","태권도","1","23","진로문의","","Q","","몇 급 해야지 붙나요?","","","","몇 급","","","",""
"점원","1품보다는 4단이 점수가 더 높습니다 2,3점 정도 나오거든요","C","학원","태권도","0","24","진로문의","","A","","","","","1품보다는 4단이 점수가 더 높습니다 2,3점 정도 나오거든요","1품, 4단, 점수, 2,3점, 정도","","1품/단계, 4단/단계, 2,3점/점수","",""
"고객","2품도 점수가 있나요?","C","학원","태권도","1","25","급수별점수문의","","Q","","2품도 점수가 있나요?","","","","2품, 점수","","2품/점수","",""
"점원","있죠 근데 4단보다는 적죠 0.5점 이렇게요","C","학원","태권도","0","26","급수별점수문의","","A","","","","","있죠 근데 4단보다는 적죠 0.5점 이렇게요","4단, 0.5점","","4단/단계, 0.5점/점수","",""
"고객","관장님은 어떻게 되나요?","C","학원","태권도","1","27","선생님경력문의","","Q","","관장님은 어떻게 되나요?","","","","관장님","","","",""
"점원","저는 5단입니다","C","학원","태권도","0","28","선생님경력문의","","A","","","","","저는 5단입니다","5단","","5단/단계","",""
"고객","5단은 몇 살부터가 가능하죠?","C","학원","태권도","1","29","단수가능한나이문의","","Q","","5단은 몇 살부터가 가능하죠?","","","","5단, 몇 살, 가능","","5단/단계","",""
"점원","16세 4단이 되려면은 만 18세가 되어야 하고요","C","학원","태권도","0","30","단수가능한나이문의","","A","","","","","16세 4단이 되려면은 만 18세가 되어야 하고요","16세, 4단, 만 18세","","16세/연령, 4단/단계, 만 18/연령세","",""
"고객","3품 따려면은 과정이 얼마나 걸리나요?","C","학원","태권도","1","31","단수따는기간문의","","Q","","3품 따려면은 과정이 얼마나 걸리나요?","","","","3품, 과정","","3품/단계","",""
"점원","지금 2품 땄고 3단이 되려면은 보통 2년 걸리거든요","C","학원","태권도","0","32","단수따는기간문의","","A","","","","","지금 2품 땄고 3단이 되려면은 보통 2년 걸리거든요","지금, 2품, 3단, 보통, 2년","","2품/단계, 3단/단계, 2년/기간","",""
"고객","4품 따는 데는?","C","학원","태권도","1","33","단수따는기간문의","","Q","","4품 따는 데는?","","","","4품","","4품/단계","",""
"점원","3년이 걸립니다","C","학원","태권도","0","34","단수따는기간문의","","A","","","","","3년이 걸립니다","3년","","3년/기간","",""
"고객","저희 아들이 안경 꼈는데 안경 끼고 하면 좀 위험하지 않습니까?","C","학원","태권도","1","35","안경착용수강가능문의","","Q","","저희 아들이 안경 꼈는데 안경 끼고 하면 좀 위험하지 않습니까?","","","","아들, 안경, 위험","","아들/대상","",""
"점원","대련할 때는 안경을 벗고 뛰기 때문에 안경 끼면 안 됩니다","C","학원","태권도","0","36","안경착용수강가능문의","","A","","","","","대련할 때는 안경을 벗고 뛰기 때문에 안경 끼면 안 됩니다","대련, 안경","","대련/수업","",""
"점원","학생이 선수로 하려고 하는지요?","C","학원","태권도","0","37","진로문의","선수희망문의","Q","","","학생이 선수로 하려고 하는지요?","","","학생, 선수","","학생/대상, 선수/진로","",""
